UCN_NO,CHASSIS,SERVICE_TYPE,VEH_DIS_DT,WERKS,MATNR,KUNNR,PRODUCT_TYPE,KMS_FROM,KMS_TO,DAYS_LIMIT_FROM,DAYS_LIMIT_TO,CREATED_ON,CREATED_AT,STATUS,REMARKS
AE13430,MD2A14AZ3DPC80352,2,28.06.2013,PT01,00PA093F,11066,3700PAFS,1,8000,1,260,23.05.2014,7:13:49,,Data is not updated into GladMinds Server. Please contact GladMinds team
AE13571,MD2A14AZ3DPC81677,3,21.06.2013,PT01,00PA095E,10361,3700PAFS,1,15000,1,260,23.05.2014,7:17:38,,Data is not updated into GladMinds Server. Please contact GladMinds team
AE14002,MD2A18AZXDRC88850,3,15.06.2013,PT11,00DZ103W,11456,3700DZFS,1,15000,1,260,23.05.2014,7:15:50,,Data is not updated into GladMinds Server. Please contact GladMinds team
AE14034,MD2A18AZXDRC89254,3,13.06.2013,PT11,00DZ103W,10912,3700DZFS,1,15000,1,260,23.05.2014,7:15:52,,Data is not updated into GladMinds Server. Please contact GladMinds team
AE14114,MD2A18AZXDRC89898,3,15.06.2013,PT11,00DZ103F,10912,3700DZFS,1,15000,1,260,23.05.2014,7:15:52,,Data is not updated into GladMinds Server. Please contact GladMinds team
AE14588,MD2A18AZXDRC93904,1,24.06.2013,PT11,00DZ103F,11136,3700DZFS,1,2000,1,60,23.05.2014,7:15:56,,Data is not updated into GladMinds Server. Please contact GladMinds team
AE14728,MD2A18AZXDRC95085,3,20.06.2013,PT11,00DZ104G,10086,3700DZFS,1,15000,1,260,23.05.2014,7:15:59,,Data is not updated into GladMinds Server. Please contact GladMinds team
AE15624,MD2A18AZXDWC04978,3,19.06.2013,WA01,00DZ104G,10327,3700DZFS,1,15000,1,260,23.05.2014,7:16:10,,Data is not updated into GladMinds Server. Please contact GladMinds team
AE17452,MD2A22EZ7DCC40827,3,14.06.2013,CH01,00PD012V,11729,3700PDFS,1,15000,1,260,23.05.2014,7:16:34,,Data is not updated into GladMinds Server. Please contact GladMinds team
AE18168,MD2A36FZ1DCC89041,3,14.06.2013,CH01,00JL025P,11322,3700JLFS,1,15000,1,260,23.05.2014,7:16:43,,Data is not updated into GladMinds Server. Please contact GladMinds team
AE18348,MD2A36FZ3DCC89901,1,12.06.2013,CH01,00JL025P,10349,3700JLFS,1,2000,1,60,23.05.2014,7:16:45,,Data is not updated into GladMinds Server. Please contact GladMinds team
AE18770,MD2A14AZ4DPC81784,2,22.06.2013,PT01,00PA095E,10214,3700PAFS,1,8000,1,260,23.05.2014,7:13:56,,Data is not updated into GladMinds Server. Please contact GladMinds team
AE18837,MD2A36FZXDCB88273,1,03.06.2013,CH01,00JL025P,11457,3700JLFS,1,2000,1,60,23.05.2014,7:18:36,,Data is not updated into GladMinds Server. Please contact GladMinds team
AE18892,MD2A36FZXDCC95341,3,17.06.2013,CH01,00JL025P,10224,3700JLFS,1,15000,1,260,23.05.2014,7:16:53,,Data is not updated into GladMinds Server. Please contact GladMinds team
AE19014,MD2A14AZ4DPC83891,3,26.06.2013,PT01,00PA095D,10089,3700PAFS,1,15000,1,260,23.05.2014,7:14:00,,Data is not updated into GladMinds Server. Please contact GladMinds team
AE22482,MD2A37CZ5DPB54292,1,17.06.2013,PT01,00JZ083F,10335,3702JZFS,1,2000,1,60,23.05.2014,7:16:55,,Data is not updated into GladMinds Server. Please contact GladMinds team
AE22529,MD2A37CZ5DPB55880,3,26.06.2013,PT01,00JZ083F,11587,3702JZFS,1,15000,1,260,23.05.2014,7:18:38,,Data is not updated into GladMinds Server. Please contact GladMinds team
AE22550,MD2A37CZ5DPB56480,2,10.06.2013,PT01,00JZ083C,11362,3702JZFS,1,8000,1,260,23.05.2014,7:18:38,,Data is not updated into GladMinds Server. Please contact GladMinds team
AE38436,MD2A18AZ4EWB14856,3,16.05.2014,WA01,00DZ103W,11216,3700DZFS,1,15000,1,260,23.05.2014,7:12:24,,Data is not updated into GladMinds Server. Please contact GladMinds team
AE49935,MD2A57AZ4EWB12734,2,17.05.2014,WA01,00PA135V,10177,3703PAFS,1,8000,1,260,23.05.2014,7:19:01,,Data is not updated into GladMinds Server. Please contact GladMinds team
AE50267,MD2A18AZ8EWB00670,3,18.05.2014,WA01,00DZ104G,10694,3700DZFS,1,15000,1,260,23.05.2014,7:19:08,,Data is not updated into GladMinds Server. Please contact GladMinds team
AE51132,MD2A18AZ9EWB00841,1,19.05.2014,WA01,00DZ103W,11493,3700DZFS,1,2000,1,60,23.05.2014,7:19:22,,Data is not updated into GladMinds Server. Please contact GladMinds team
AE51230,MD2A22EZ8ECB86939,1,19.05.2014,CH01,00PD012V,10841,3700PDFS,1,2000,1,60,23.05.2014,7:19:22,,Data is not updated into GladMinds Server. Please contact GladMinds team
AE51607,MD2A14AZ1EWB07064,1,20.05.2014,WA01,00PA093F,11206,3700PAFS,1,2000,1,60,23.05.2014,7:19:50,,Data is not updated into GladMinds Server. Please contact GladMinds team
AE52022,MD2A18AZ6EWB01459,1,20.05.2014,WA01,00DZ104G,10268,3700DZFS,1,2000,1,60,23.05.2014,7:19:52,,Data is not updated into GladMinds Server. Please contact GladMinds team
AE52093,MD2A18AZ9EWB01391,2,20.05.2014,WA01,00DZ103F,11888,3700DZFS,1,8000,1,260,23.05.2014,7:19:43,,Data is not updated into GladMinds Server. Please contact GladMinds team
AE53740,MD2A57AZ5EWA07393,2,22.05.2014,WA01,00PA195R,11448,3703PAFS,1,8000,1,260,23.05.2014,7:20:23,,Data is not updated into GladMinds Server. Please contact GladMinds team
AE66680,MD2A36FZ0ECA83288,2,15.05.2014,CH01,00JL025Y,11272,3700JLFS,1,8000,1,260,23.05.2014,7:12:16,,Data is not updated into GladMinds Server. Please contact GladMinds team
AE70783,MD2A18AZ0DRC80112,1,05.06.2013,PT11,00DZ103F,10348,3700DZFS,1,2000,1,60,23.05.2014,7:14:02,,Data is not updated into GladMinds Server. Please contact GladMinds team
AE71603,MD2A18AZ0DRC87738,1,30.06.2013,PT11,00DZ104G,10373,3700DZFS,1,2000,1,60,23.05.2014,7:14:07,,Data is not updated into GladMinds Server. Please contact GladMinds team
AE73430,MD2A11CZ2DCC96948,1,11.06.2013,CH01,00DH155J,11562,3700DHFS,1,2000,1,60,23.05.2014,7:17:11,,Data is not updated into GladMinds Server. Please contact GladMinds team
AE75281,MD2A18AZ1DRC82676,1,08.06.2013,PT11,00DZ103W,10912,3700DZFS,1,2000,1,60,23.05.2014,7:17:44,,Data is not updated into GladMinds Server. Please contact GladMinds team
AE76176,MD2A18AZ1DRC90616,1,14.06.2013,PT11,00DZ103W,10208,3700DZFS,1,2000,1,60,23.05.2014,7:14:13,,Data is not updated into GladMinds Server. Please contact GladMinds team
AE77954,MD2A11CZ4DCC98622,3,15.06.2013,CH01,00DH155G,11476,3700DHFS,1,15000,1,260,23.05.2014,7:12:39,,Data is not updated into GladMinds Server. Please contact GladMinds team
AE78123,MD2A11CZ5DCB80028,3,01.06.2013,CH01,00DH155J,10986,3700DHFS,1,15000,1,260,23.05.2014,7:12:41,,Data is not updated into GladMinds Server. Please contact GladMinds team
AE79713,MD2A18AZ2DRC84257,3,08.06.2013,PT11,00DZ103W,11722,3700DZFS,1,15000,1,260,23.05.2014,7:17:47,,Data is not updated into GladMinds Server. Please contact GladMinds team
AE79742,MD2A18AZ2DRC84601,2,10.06.2013,PT11,00DZ103W,10832,3700DZFS,1,8000,1,260,23.05.2014,7:14:16,,Data is not updated into GladMinds Server. Please contact GladMinds team
AE80374,MD2A18AZ2DRC90785,3,15.06.2013,PT11,00DZ103W,10317,3700DZFS,1,15000,1,260,23.05.2014,7:14:18,,Data is not updated into GladMinds Server. Please contact GladMinds team
AE80498,MD2A18AZ2DRC91922,1,15.06.2013,PT11,00DZ104G,10963,3700DZFS,1,2000,1,60,23.05.2014,7:17:49,,Data is not updated into GladMinds Server. Please contact GladMinds team
AE83172,MD2A11CZ7DCC08699,2,29.06.2013,CH01,00DH155J,10335,3700DHFS,1,8000,1,260,23.05.2014,7:17:15,,Data is not updated into GladMinds Server. Please contact GladMinds team
AE83505,MD2A11CZ7DCC86948,2,02.06.2013,CH01,00DH155F,10274,3700DHFS,1,8000,1,260,23.05.2014,7:17:18,,Data is not updated into GladMinds Server. Please contact GladMinds team
AE85690,MD2A11CZ8DCC87283,3,03.06.2013,CH01,00DH155G,10349,3700DHFS,1,15000,1,260,23.05.2014,7:12:56,,Data is not updated into GladMinds Server. Please contact GladMinds team
AE86167,MD2A11CZ8DCC92581,3,07.06.2013,CH01,00DH155F,10519,3700DHFS,1,15000,1,260,23.05.2014,7:13:01,,Data is not updated into GladMinds Server. Please contact GladMinds team
AE87824,MD2A11CZ9DCC81797,3,01.06.2013,CH01,00DH155F,10173,3700DHFS,1,15000,1,260,23.05.2014,7:13:27,,Data is not updated into GladMinds Server. Please contact GladMinds team
AE87825,MD2A11CZ9DCC81816,3,09.06.2013,CH01,00DH155F,10745,3700DHFS,1,15000,1,260,23.05.2014,7:13:27,,Data is not updated into GladMinds Server. Please contact GladMinds team
AE88365,MD2A11CZ9DCC92265,1,08.06.2013,CH01,00DH155F,11515,3700DHFS,1,2000,1,60,23.05.2014,7:13:36,,Data is not updated into GladMinds Server. Please contact GladMinds team
AE93916,MD2A18AZ5DRC99769,2,25.06.2013,PT11,00DZ103W,10047,3700DZFS,1,8000,1,260,23.05.2014,7:14:36,,Data is not updated into GladMinds Server. Please contact GladMinds team
AE94030,MD2A18AZ5DWC01616,3,03.06.2013,WA01,00DZ103W,11752,3700DZFS,1,15000,1,260,23.05.2014,7:14:39,,Data is not updated into GladMinds Server. Please contact GladMinds team
AF02566,MD2A18AZ7DWC01892,3,15.06.2013,WA01,00DZ103W,10416,3700DZFS,1,15000,1,260,23.05.2014,7:15:02,,Data is not updated into GladMinds Server. Please contact GladMinds team
AF03527,MD2A18AZ8DRC01382,2,27.06.2013,PT11,00DZ103W,11721,3700DZFS,1,8000,1,260,23.05.2014,7:18:02,,Data is not updated into GladMinds Server. Please contact GladMinds team
AF03645,MD2A18AZ8DRC02547,3,28.06.2013,PT11,00DZ103W,10120,3700DZFS,1,15000,1,260,23.05.2014,7:15:11,,Data is not updated into GladMinds Server. Please contact GladMinds team
AF09959,MD2A14AZ2DWC23730,1,02.06.2013,WA01,00PA093C,10185,3700PAFS,1,2000,1,60,23.05.2014,7:13:47,,Data is not updated into GladMinds Server. Please contact GladMinds team
AF12313,MD2A18AZXDRC03845,1,29.06.2013,PT11,00DZ103W,11473,3700DZFS,1,2000,1,60,23.05.2014,7:18:11,,Data is not updated into GladMinds Server. Please contact GladMinds team
AF13469,MD2A14AZ3DPC80691,3,18.06.2013,PT01,00PA095E,11004,3700PAFS,1,15000,1,260,23.05.2014,7:13:49,,Data is not updated into GladMinds Server. Please contact GladMinds team
AF13534,MD2A14AZ3DPC81274,3,21.06.2013,PT01,00PA095D,10442,3700PAFS,1,15000,1,260,23.05.2014,7:17:38,,Data is not updated into GladMinds Server. Please contact GladMinds team
AF13870,MD2A18AZXDRC87455,2,11.06.2013,PT11,00DZ103W,11436,3700DZFS,1,8000,1,260,23.05.2014,7:18:13,,Data is not updated into GladMinds Server. Please contact GladMinds team
AF14618,MD2A18AZXDRC94146,1,18.06.2013,PT11,00DZ103W,10145,3700DZFS,1,2000,1,60,23.05.2014,7:18:17,,Data is not updated into GladMinds Server. Please contact GladMinds team
AF15350,MD2A18AZXDWC01966,2,12.06.2013,WA01,00DZ103W,10202,3700DZFS,1,8000,1,260,23.05.2014,7:18:20,,Data is not updated into GladMinds Server. Please contact GladMinds team
AF15693,MD2A14AZ3DWC29472,1,19.06.2013,WA01,00PA093F,11713,3700PAFS,1,2000,1,60,23.05.2014,7:13:51,,Data is not updated into GladMinds Server. Please contact GladMinds team
AF15710,MD2A14AZ3DWC29682,1,30.06.2013,WA01,00PA095D,11207,3700PAFS,1,2000,1,60,23.05.2014,7:13:51,,Data is not updated into GladMinds Server. Please contact GladMinds team
AF15805,MD2A14AZ5DWB19104,2,18.05.2013,WA01,00PA093B,10461,3700PAFS,1,8000,1,260,23.05.2014,7:12:08,,Data is not updated into GladMinds Server. Please contact GladMinds team
AF15874,MD2A18AZXDWC08092,1,27.06.2013,WA01,00DZ103W,10196,3700DZFS,1,2000,1,60,23.05.2014,7:18:22,,Data is not updated into GladMinds Server. Please contact GladMinds team
AF16703,MD2A22EZ3DCC41540,3,24.06.2013,CH01,00PD014K,10210,3700PDFS,1,15000,1,260,23.05.2014,7:16:21,,Data is not updated into GladMinds Server. Please contact GladMinds team
AF17853,MD2A22EZ9DCC41185,3,15.06.2013,CH01,00PD014M,10196,3700PDFS,1,15000,1,260,23.05.2014,7:18:31,,Data is not updated into GladMinds Server. Please contact GladMinds team
AF18117,MD2A36FZ0DCC89774,3,09.06.2013,CH01,00JL025P,11412,3700JLFS,1,15000,1,260,23.05.2014,7:16:43,,Data is not updated into GladMinds Server. Please contact GladMinds team
AF18764,MD2A14AZ4DPC81722,3,22.06.2013,PT01,00PA095E,10214,3700PAFS,1,15000,1,260,23.05.2014,7:13:56,,Data is not updated into GladMinds Server. Please contact GladMinds team
AF50101,MD2A14AZ7EWB06758,3,18.05.2014,WA01,00PA095E,11543,3700PAFS,1,15000,1,260,23.05.2014,7:19:08,,Data is not updated into GladMinds Server. Please contact GladMinds team
AF50106,MD2A14AZ7EWB06873,1,18.05.2014,WA01,00PA095D,11331,3700PAFS,1,2000,1,60,23.05.2014,7:19:08,,Data is not updated into GladMinds Server. Please contact GladMinds team
AF50147,MD2A18AZ1EWB00252,1,18.05.2014,WA01,00DZ103W,10432,3700DZFS,1,2000,1,60,23.05.2014,7:19:03,,Data is not updated into GladMinds Server. Please contact GladMinds team
AF50682,MD2A14AZ2EWB07235,3,19.05.2014,WA01,00PA093C,11215,3700PAFS,1,15000,1,260,23.05.2014,7:19:30,,Data is not updated into GladMinds Server. Please contact GladMinds team
AF52016,MD2A18AZ6EWB01266,1,20.05.2014,WA01,00DZ103W,11206,3700DZFS,1,2000,1,60,23.05.2014,7:19:41,,Data is not updated into GladMinds Server. Please contact GladMinds team
AF52273,MD2A57AZ3EWB08769,3,20.05.2014,WA01,00PA133C,10268,3703PAFS,1,15000,1,260,23.05.2014,7:19:54,,Data is not updated into GladMinds Server. Please contact GladMinds team
AF52765,MD2A18AZ5EWB01064,2,21.05.2014,WA01,00DZ103W,10694,3700DZFS,1,8000,1,260,23.05.2014,7:19:59,,Data is not updated into GladMinds Server. Please contact GladMinds team
AF53621,MD2A22EZ1ECB86300,3,22.05.2014,CH01,00PD014M,11448,3700PDFS,1,15000,1,260,23.05.2014,7:20:20,,Data is not updated into GladMinds Server. Please contact GladMinds team
AF66757,MD2A57AZ0EWB12357,1,15.05.2014,WA01,00PA133C,11216,3703PAFS,1,2000,1,60,23.05.2014,7:12:18,,Data is not updated into GladMinds Server. Please contact GladMinds team
AF70784,MD2A18AZ0DRC80126,3,06.06.2013,PT11,00DZ103F,10264,3700DZFS,1,15000,1,260,23.05.2014,7:14:02,,Data is not updated into GladMinds Server. Please contact GladMinds team
AF71172,MD2A11CZ1DCC95967,3,10.06.2013,CH01,00DH155J,10834,3700DHFS,1,15000,1,260,23.05.2014,7:17:11,,Data is not updated into GladMinds Server. Please contact GladMinds team
AF75755,MD2A11CZ3DCC98045,3,14.06.2013,CH01,00DH155F,10500,3700DHFS,1,15000,1,260,23.05.2014,7:12:37,,Data is not updated into GladMinds Server. Please contact GladMinds team
AF83295,MD2A11CZ7DCC09920,2,30.06.2013,CH01,00DH155J,10771,3700DHFS,1,8000,1,260,23.05.2014,7:12:48,,Data is not updated into GladMinds Server. Please contact GladMinds team
AF83540,MD2A11CZ7DCC87386,2,03.06.2013,CH01,00DH155J,10231,3700DHFS,1,8000,1,260,23.05.2014,7:12:50,,Data is not updated into GladMinds Server. Please contact GladMinds team
AF84418,MD2A11CZ7DCC98050,2,12.06.2013,CH01,00DH155F,10349,3700DHFS,1,8000,1,260,23.05.2014,7:12:52,,Data is not updated into GladMinds Server. Please contact GladMinds team
AF86048,MD2A11CZ8DCC91107,3,05.06.2013,CH01,00DH155J,10452,3700DHFS,1,15000,1,260,23.05.2014,7:12:58,,Data is not updated into GladMinds Server. Please contact GladMinds team
AF86789,MD2A11CZ8DCC99997,2,16.06.2013,CH01,00DH155F,10326,3700DHFS,1,8000,1,260,23.05.2014,7:17:24,,Data is not updated into GladMinds Server. Please contact GladMinds team
AF86859,MD2A11CZ9DCB80095,3,01.06.2013,CH01,00DH155F,11003,3700DHFS,1,15000,1,260,23.05.2014,7:13:12,,Data is not updated into GladMinds Server. Please contact GladMinds team
AF87052,MD2A11CZ9DCC02290,2,18.06.2013,CH01,00DH155J,11362,3700DHFS,1,8000,1,260,23.05.2014,7:17:26,,Data is not updated into GladMinds Server. Please contact GladMinds team
AF87227,MD2A11CZ9DCC04153,2,19.06.2013,CH01,00DH155J,10769,3700DHFS,1,8000,1,260,23.05.2014,7:13:16,,Data is not updated into GladMinds Server. Please contact GladMinds team
AF87646,MD2A11CZ9DCC08946,3,29.06.2013,CH01,00DH155J,10836,3700DHFS,1,15000,1,260,23.05.2014,7:13:25,,Data is not updated into GladMinds Server. Please contact GladMinds team
AF89277,MD2A18AZ4DRC95244,2,22.06.2013,PT11,00DZ103F,10289,3700DZFS,1,8000,1,260,23.05.2014,7:14:29,,Data is not updated into GladMinds Server. Please contact GladMinds team
AF92919,MD2A12DZ6DCB94590,3,25.06.2013,CH01,00DJ075F,11541,3700DJFS,1,15000,1,260,23.05.2014,7:17:35,,Data is not updated into GladMinds Server. Please contact GladMinds team
AG03713,MD2A18AZ8DRC03083,2,28.06.2013,PT11,00DZ103W,10361,3700DZFS,1,8000,1,260,23.05.2014,7:15:13,,Data is not updated into GladMinds Server. Please contact GladMinds team
AG08298,MD2A18AZ9DRC75930,3,10.06.2013,PT11,00DZ103F,11809,3700DZFS,1,15000,1,260,23.05.2014,7:15:22,,Data is not updated into GladMinds Server. Please contact GladMinds team
AG13466,MD2A18AZXDRC83597,3,08.06.2013,PT11,00DZ103W,10163,3700DZFS,1,15000,1,260,23.05.2014,7:18:13,,Data is not updated into GladMinds Server. Please contact GladMinds team
AG13667,MD2A18AZXDRC85575,3,10.06.2013,PT11,00DZ104G,11362,3700DZFS,1,15000,1,260,23.05.2014,7:15:47,,Data is not updated into GladMinds Server. Please contact GladMinds team
AG14309,MD2A18AZXDRC91599,3,20.06.2013,PT11,00DZ103W,10417,3700DZFS,1,15000,1,260,23.05.2014,7:18:15,,Data is not updated into GladMinds Server. Please contact GladMinds team
AG14614,MD2A18AZXDRC94129,2,18.06.2013,PT11,00DZ103W,10827,3700DZFS,1,8000,1,260,23.05.2014,7:15:56,,Data is not updated into GladMinds Server. Please contact GladMinds team
AG14698,MD2A18AZXDRC94843,3,20.06.2013,PT11,00DZ103W,10729,3700DZFS,1,15000,1,260,23.05.2014,7:18:17,,Data is not updated into GladMinds Server. Please contact GladMinds team
AG15047,MD2A18AZXDRC98102,3,24.06.2013,PT11,00DZ103W,10614,3700DZFS,1,15000,1,260,23.05.2014,7:18:20,,Data is not updated into GladMinds Server. Please contact GladMinds team
AG15551,MD2A18AZXDWC04236,3,13.06.2013,WA01,00DZ103W,10223,3700DZFS,1,15000,1,260,23.05.2014,7:16:08,,Data is not updated into GladMinds Server. Please contact GladMinds team
AG15693,MD2A18AZXDWC06052,2,18.06.2013,WA01,00DZ103F,10677,3700DZFS,1,8000,1,260,23.05.2014,7:18:22,,Data is not updated into GladMinds Server. Please contact GladMinds team
AG16177,MD2A22EZ1DCC39219,2,02.06.2013,CH01,00PD014K,10274,3700PDFS,1,8000,1,260,23.05.2014,7:16:14,,Data is not updated into GladMinds Server. Please contact GladMinds team
AG16198,MD2A22EZ1DCC39432,3,03.06.2013,CH01,00PD014M,11703,3700PDFS,1,15000,1,260,23.05.2014,7:16:14,,Data is not updated into GladMinds Server. Please contact GladMinds team
AG16226,MD2A22EZ1DCC39821,1,07.06.2013,CH01,00PD012V,10280,3700PDFS,1,2000,1,60,23.05.2014,7:16:16,,Data is not updated into GladMinds Server. Please contact GladMinds team
AG16485,MD2A22EZ2DCC41027,2,12.06.2013,CH01,00PD014M,10099,3700PDFS,1,8000,1,260,23.05.2014,7:16:19,,Data is not updated into GladMinds Server. Please contact GladMinds team
AG18209,MD2A36FZ1DCC89900,3,11.06.2013,CH01,00JL025P,10491,3700JLFS,1,15000,1,260,23.05.2014,7:16:43,,Data is not updated into GladMinds Server. Please contact GladMinds team
AG18283,MD2A36FZ2DCC95091,2,12.06.2013,CH01,00JL025N,10092,3700JLFS,1,8000,1,260,23.05.2014,7:18:33,,Data is not updated into GladMinds Server. Please contact GladMinds team
AG18404,MD2A36FZ4DCC89132,3,11.06.2013,CH01,00JL025Q,10479,3700JLFS,1,15000,1,260,23.05.2014,7:16:48,,Data is not updated into GladMinds Server. Please contact GladMinds team
AG18886,MD2A14AZ4DPC82806,3,24.06.2013,PT01,00PA095D,11523,3700PAFS,1,15000,1,260,23.05.2014,7:13:58,,Data is not updated into GladMinds Server. Please contact GladMinds team
AG39973,MD2A11CZ0DCB68398,3,22.05.2013,CH01,00DH155J,10881,3700DHFS,1,15000,1,260,23.05.2014,7:12:03,,Data is not updated into GladMinds Server. Please contact GladMinds team
AG49610,MD2A18AZ4EWB00312,1,17.05.2014,WA01,00DZ103W,12029,3700DZFS,1,2000,1,60,23.05.2014,7:18:47,,Data is not updated into GladMinds Server. Please contact GladMinds team
AG50338,MD2A57AZ2EWB13154,3,18.05.2014,WA01,00PA133C,10694,3703PAFS,1,15000,1,260,23.05.2014,7:19:06,,Data is not updated into GladMinds Server. Please contact GladMinds team
AG50465,MD2A11CZ5EWA04919,1,19.05.2014,WA01,00DH155J,11215,3700DHFS,1,2000,1,60,23.05.2014,7:19:10,,Data is not updated into GladMinds Server. Please contact GladMinds team
AG50918,MD2A18AZ0EWB12795,1,19.05.2014,WA01,00DZ104G,10396,3700DZFS,1,2000,1,60,23.05.2014,7:19:17,,Data is not updated into GladMinds Server. Please contact GladMinds team
AG75194,MD2A18AZ1DRC82001,3,20.06.2013,PT11,00DZ103W,10417,3700DZFS,1,15000,1,260,23.05.2014,7:17:44,,Data is not updated into GladMinds Server. Please contact GladMinds team
AG75271,MD2A18AZ1DRC82614,3,07.06.2013,PT11,00DZ103W,10599,3700DZFS,1,15000,1,260,23.05.2014,7:14:09,,Data is not updated into GladMinds Server. Please contact GladMinds team
AG76067,MD2A18AZ1DRC89577,2,13.06.2013,PT11,00DZ104G,10247,3700DZFS,1,8000,1,260,23.05.2014,7:14:11,,Data is not updated into GladMinds Server. Please contact GladMinds team
AG76134,MD2A18AZ1DRC90146,1,14.06.2013,PT11,00DZ103W,11452,3700DZFS,1,2000,1,60,23.05.2014,7:14:11,,Data is not updated into GladMinds Server. Please contact GladMinds team
AG76206,MD2A18AZ1DRC90860,2,15.06.2013,PT11,00DZ103W,10126,3700DZFS,1,8000,1,260,23.05.2014,7:14:13,,Data is not updated into GladMinds Server. Please contact GladMinds team
